date,asset_0,asset_1,asset_2,asset_3,asset_4,asset_5
2015-02-24,0.0045800380,-0.0105239029,0.0113623751,0.0005996250,0.0193921176,-0.0040682534
2015-02-25,-0.0322673580,0.0054906046,0.0042549305,0.0146341705,0.0084162846,0.0037489655
2015-02-26,0.0059907030,-0.0156118779,-0.0075926036,-0.0086109046,-0.0008405746,-0.0062326186
2015-02-27,0.0073858141,-0.0156412765,0.0147837929,0.0133158568,-0.0140527182,-0.0302977992
2015-03-02,0.0033227262,-0.0114173527,-0.0089338563,-0.0039335058,-0.0092507684,-0.0058151672
2015-03-03,0.0049002253,-0.0027489734,0.0060378259,0.0150025035,-0.0105933850,-0.0134992886
2015-03-04,0.0096077887,0.0061045705,-0.0063706081,-0.0035278213,-0.0112923349,-0.0234452591
2015-03-05,-0.0103041737,0.0048752177,-0.0007765433,0.0055996105,0.0133228071,0.0073756193
2015-03-06,-0.0016113078,-0.0147956190,0.0050060350,-0.0019894606,0.0074455149,0.0000279044
2015-03-09,0.0134428404,-0.0015989199,-0.0230906056,-0.0092812647,-0.0211619355,-0.0037374652
2015-03-10,0.0005634022,-0.0080099318,0.0049984110,-0.0069644060,-0.0000970794,0.0052783477
2015-03-11,-0.0018348787,-0.0039885258,0.0034994059,0.0055216079,-0.0054812993,-0.0026987253
2015-03-12,-0.0018029806,0.0089064859,-0.0001358057,-0.0084814413,0.0161218246,-0.0055299560
2015-03-13,0.0156859994,0.0001589552,0.0032980763,0.0169086051,-0.0030582448,0.0039310500
2015-03-16,-0.0102013137,0.0043040563,0.0178640703,-0.0018659235,-0.0186388015,0.0005723480
2015-03-17,-0.0068196108,-0.0058689947,0.0146264181,0.0006996579,-0.0081554239,0.0105955107
2015-03-18,-0.0184144652,0.0027206229,-0.0087986807,-0.0064387914,-0.0063080738,-0.0162364892
2015-03-19,0.0051753607,0.0003389301,-0.0019182442,-0.0179100273,0.0031500995,-0.0060125217
2015-03-20,0.0162962053,0.0128102050,-0.0037535286,-0.0014001962,-0.0028274024,-0.0028339937
2015-03-23,-0.0075995140,-0.0089146351,-0.0121033299,-0.0042076627,-0.0008145605,-0.0313039925
2015-03-24,-0.0126163684,0.0149911595,-0.0076671188,-0.0191695891,-0.0130614368,0.0065148050
2015-03-25,-0.0034115416,-0.0113780007,0.0042131746,0.0001790528,0.0056149042,0.0086369647
2015-03-26,-0.0149709173,0.0194787247,0.0033554050,0.0062896309,0.0048421624,0.0112356961
2015-03-27,0.0112389860,-0.0077179073,0.0029058051,-0.0005142557,0.0007573076,0.0197487715
2015-03-30,-0.0032379381,-0.0208471003,0.0000601601,0.0124697346,-0.0116858243,0.0058619341
2015-03-31,0.0025605131,-0.0161844776,0.0108564976,-0.0099301403,0.0048451249,0.0067544826
2015-04-01,-0.0066398852,0.0135670263,0.0077591110,-0.0098396301,-0.0027110195,-0.0137857687
2015-04-02,0.0100446886,-0.0001820455,-0.0093260586,0.0132127519,0.0142648640,0.0210444059
2015-04-03,0.0064370899,-0.0017257583,-0.0051012482,0.0069894367,-0.0138187369,-0.0085188236
2015-04-06,0.0106611980,0.0122108189,-0.0077208479,-0.0094308814,-0.0084434804,0.0092932339
2015-04-07,0.0150981014,0.0087774413,0.0013561404,0.0026707887,0.0074616565,0.0026484950
2015-04-08,0.0074659640,-0.0036977110,0.0062080558,0.0101590285,-0.0049815976,0.0063623614
2015-04-09,0.0058652607,-0.0014744395,0.0122771326,-0.0023371410,0.0111030329,-0.0037772461
2015-04-10,-0.0092858812,0.0037608139,-0.0020746715,-0.0060896998,-0.0105163003,0.0170848930
2015-04-13,-0.0024801527,-0.0000195756,-0.0137174938,-0.0079327664,0.0023285247,-0.0150455744
2015-04-14,0.0088674466,-0.0049814068,-0.0043670584,-0.0082784592,-0.0003088111,0.0058789758
2015-04-15,0.0062077781,0.0158061115,0.0115161538,0.0068255633,0.0114262357,0.0002511642
2015-04-16,-0.0012973941,0.0100723778,-0.0145112092,-0.0039807605,-0.0147405760,0.0042952938
2015-04-17,0.0166155046,-0.0303837127,-0.0090935111,-0.0046453381,0.0026532040,-0.0044115346
2015-04-20,0.0073320274,0.0115386597,-0.0043669972,-0.0084151617,0.0031251467,-0.0112145033
2015-04-21,0.0122727512,0.0027582921,-0.0123995377,-0.0092051279,-0.0119442974,0.0033638903
2015-04-22,0.0000403344,-0.0096103174,0.0080701170,0.0027918077,0.0169740976,-0.0008221418
2015-04-23,0.0266374970,0.0091594139,-0.0034732393,-0.0078248820,0.0108240408,0.0161460345
2015-04-24,-0.0064929073,0.0078398023,0.0230263253,0.0012915563,0.0029446301,-0.0033199406
2015-04-27,-0.0159005252,-0.0051697580,-0.0001374135,-0.0035951128,0.0186666843,0.0035437520
2015-04-28,-0.0132088250,0.0024234367,-0.0067917564,-0.0068567835,-0.0011071778,-0.0046273945
2015-04-29,-0.0123874309,0.0071560191,-0.0000966361,-0.0015983948,-0.0207235676,-0.0070281580
2015-04-30,-0.0115080452,0.0115638056,0.0015371445,-0.0051621432,0.0032463931,-0.0038716413
2015-05-01,0.0065140488,-0.0024665742,-0.0096958707,0.0131786275,-0.0076784443,-0.0054721188
2015-05-04,-0.0057134934,0.0176690985,0.0001683060,-0.0038723517,-0.0081457425,-0.0012806120
2015-05-05,-0.0020401979,0.0012313575,-0.0173947790,-0.0054000782,0.0136128809,0.0061942951
2015-05-06,0.0057629892,0.0049487224,0.0035333730,0.0205017715,-0.0020855340,-0.0034910189
2015-05-07,-0.0027545153,0.0022888904,-0.0039016490,0.0011399829,-0.0073213540,0.0012443451
2015-05-08,0.0047257354,0.0054012809,0.0051714262,-0.0014867159,-0.0009056233,-0.0032891487
2015-05-11,-0.0017354139,-0.0037751048,-0.0025063863,0.0134063702,-0.0022471333,-0.0023750032
2015-05-12,0.0006610454,0.0064713072,0.0045690884,-0.0036978374,-0.0100806494,0.0000730289
2015-05-13,0.0027463670,-0.0002475388,0.0171761026,0.0040894858,0.0121122433,0.0081382498
2015-05-14,-0.0026814382,0.0074935718,0.0092983458,0.0051557365,-0.0088953362,-0.0058491794
2015-05-15,-0.0027380019,-0.0061796017,-0.0119021500,-0.0151210942,-0.0102187667,-0.0025112538
2015-05-18,0.0080953972,-0.0088005005,-0.0005740268,0.0077332707,0.0020317529,0.0051841163
2015-05-19,0.0114233959,-0.0050331457,-0.0032501107,0.0147884967,0.0058746622,-0.0009513164
2015-05-20,0.0038367559,0.0008678831,0.0176561527,-0.0036550445,0.0031804473,0.0044899985
2015-05-21,-0.0179252664,0.0168498617,0.0109973768,0.0034334824,-0.0012651245,-0.0106673004
2015-05-22,0.0070463425,-0.0038487580,0.0060292379,0.0125672992,0.0079944322,0.0030089903
2015-05-25,0.0046663322,-0.0022027543,-0.0048535482,0.0095406793,-0.0072560359,0.0057531107
2015-05-26,0.0008892116,0.0063093126,0.0027300086,-0.0044812346,-0.0073939344,-0.0135877359
2015-05-27,-0.0066570615,0.0072533112,0.0114920286,0.0088725594,-0.0001299397,-0.0189160750
2015-05-28,0.0083492239,-0.0000686960,-0.0144879128,-0.0004578792,0.0056577502,0.0028414994
2015-05-29,0.0025538912,-0.0029927613,-0.0138341878,0.0134247469,-0.0030556980,-0.0044876513
2015-06-01,0.0113181697,0.0104860849,0.0025425689,-0.0019337399,0.0100586319,0.0074040714
2015-06-02,0.0004860428,0.0080956068,-0.0092832752,0.0060275614,-0.0094246732,-0.0096427971
2015-06-03,0.0063506476,-0.0046524605,-0.0088936789,0.0004098327,-0.0094171608,-0.0008128579
2015-06-04,0.0081395227,-0.0055870485,0.0007625998,0.0003109989,0.0060182127,-0.0064058313
2015-06-05,-0.0067067505,-0.0171739902,-0.0034878726,-0.0067675559,-0.0033506438,-0.0134806305
2015-06-08,-0.0040504474,0.0000192566,-0.0114292799,-0.0045449331,0.0055426375,-0.0005592523
2015-06-09,0.0027860799,-0.0038426994,-0.0213831007,-0.0035992160,0.0085954954,-0.0014151259
2015-06-10,-0.0005371847,0.0018103290,0.0006530001,-0.0004084746,-0.0020149896,-0.0058693115
2015-06-11,0.0036323652,-0.0009520697,0.0080737809,0.0033063748,0.0003763459,-0.0159280910
2015-06-12,0.0028163035,0.0134852789,0.0024167113,-0.0055065330,-0.0083011728,-0.0161805824
2015-06-15,0.0012603313,0.0059473260,0.0119169930,0.0035610364,-0.0004064942,-0.0093571917
2015-06-16,-0.0068437059,0.0046242240,-0.0112125668,-0.0130728707,-0.0015459667,-0.0176663884
2015-06-17,-0.0066465643,-0.0029429110,-0.0096993344,0.0028737470,0.0111003679,-0.0058411077
2015-06-18,-0.0060027737,0.0228203839,0.0067631943,-0.0065513123,-0.0027324795,-0.0137244523
2015-06-19,-0.0013160614,0.0193437726,0.0081112513,-0.0014339959,-0.0029353813,-0.0000617494
2015-06-22,0.0356605709,0.0039283493,-0.0161633749,0.0022536730,0.0001182920,0.0185445261
2015-06-23,0.0115033492,-0.0001301583,-0.0018547262,0.0002293386,-0.0006798050,0.0060242035
2015-06-24,-0.0008822243,0.0098580567,0.0034195339,0.0035569742,-0.0053618793,-0.0140883684
2015-06-25,0.0039011853,0.0002155036,0.0017427420,-0.0071740807,0.0047756250,-0.0113429523
2015-06-26,-0.0216343937,-0.0088532342,0.0058680135,-0.0066656642,0.0095311392,0.0043918783
2015-06-29,0.0123942028,0.0007325674,0.0098106647,0.0020766136,-0.0020830970,0.0012187781
2015-06-30,0.0039896854,-0.0014051320,-0.0162927339,-0.0053933698,0.0041255387,-0.0141490848
2015-07-01,0.0077830353,-0.0071498795,0.0023874893,0.0147535867,-0.0066261608,0.0071929855
2015-07-02,0.0074130820,0.0125411035,0.0048837482,0.0017634706,-0.0108483144,0.0058098202
2015-07-03,0.0211793219,0.0041904731,0.0012714490,-0.0028242683,0.0077780422,0.0008108082
2015-07-06,-0.0102748597,0.0012595518,0.0044107692,-0.0008000134,0.0037583659,-0.0061301529
2015-07-07,0.0061087703,0.0014846789,0.0029189283,0.0132887062,0.0233324878,0.0040389223
2015-07-08,-0.0047422727,-0.0075235575,0.0129617895,-0.0012860835,0.0002745060,0.0025902873
2015-07-09,0.0027216106,0.0055722648,0.0014898374,0.0005358437,-0.0054921239,0.0175318043
2015-07-10,-0.0149706187,0.0033766624,0.0161206857,-0.0055160822,-0.0006809180,0.0147468725
2015-07-13,0.0133389005,-0.0042483112,0.0029611224,0.0095074159,-0.0008384405,0.0071043305
2015-07-14,-0.0073029736,0.0172628616,0.0015549005,-0.0058582089,0.0123166894,0.0078904246
2015-07-15,0.0018669139,0.0134900751,0.0017444904,0.0113165426,-0.0024395863,-0.0003997427
2015-07-16,-0.0008471706,0.0095495352,-0.0080967117,0.0028127160,0.0077423286,-0.0005164597
2015-07-17,-0.0065736658,0.0285518786,0.0175979001,-0.0003817306,0.0192741654,-0.0072324841
2015-07-20,0.0145874071,0.0007354337,0.0040569219,-0.0126834758,-0.0051573860,0.0009355066
2015-07-21,0.0093043795,0.0075097739,0.0044002070,-0.0072836850,0.0001564183,0.0180654607
2015-07-22,0.0054910488,-0.0013443173,-0.0058772768,0.0172215186,-0.0053194829,0.0167491757
2015-07-23,0.0010602929,0.0023841475,0.0052767019,0.0028927495,0.0098957890,0.0096373297
2015-07-24,-0.0052099083,0.0000642190,0.0081226781,0.0018558998,-0.0072615115,0.0122075157
2015-07-27,0.0023474472,0.0017158339,0.0023306513,0.0052247121,0.0167346485,0.0116353026
2015-07-28,0.0031264629,-0.0091797703,0.0010792049,0.0046818257,0.0082586079,0.0009770660
2015-07-29,-0.0112815468,-0.0081977285,0.0131854696,-0.0074032451,-0.0089813497,-0.0025062675
2015-07-30,-0.0002857022,-0.0153445316,-0.0067801195,0.0079630038,-0.0052584245,-0.0009050352
2015-07-31,-0.0063972446,0.0193382563,0.0034515287,-0.0046190746,-0.0100494439,0.0068461585
2015-08-03,-0.0042413694,0.0055179123,0.0066652805,-0.0054115137,-0.0042227437,-0.0034455626
2015-08-04,-0.0019576351,0.0156146261,-0.0079581992,-0.0059292505,-0.0169307296,0.0003949411
2015-08-05,0.0032396883,0.0057488071,0.0006872831,0.0114825966,0.0053933111,-0.0139725631
2015-08-06,-0.0002203864,0.0013072332,-0.0054443861,-0.0068574184,0.0142244278,-0.0050957103
2015-08-07,-0.0090524569,-0.0250085983,-0.0026421152,-0.0030003472,0.0006629190,-0.0033972147
2015-08-10,0.0150851966,0.0032054848,0.0049225041,0.0069986343,0.0097581704,0.0124419032
2015-08-11,-0.0076971165,-0.0098112228,0.0005992153,0.0022658503,-0.0157081269,0.0071870900
2015-08-12,-0.0149960789,0.0036117327,0.0115252989,-0.0067765917,-0.0068855633,0.0094625158
2015-08-13,-0.0076141135,-0.0097857388,-0.0038926570,0.0071837907,-0.0094729926,-0.0091729090
2015-08-14,0.0066690869,-0.0000146321,-0.0017864696,0.0024890808,-0.0231882560,0.0118690409
2015-08-17,-0.0053675022,0.0024370814,0.0193045142,0.0058301413,0.0118880089,-0.0019302728
2015-08-18,-0.0052834804,0.0026359517,0.0039704291,-0.0059410780,0.0162099674,-0.0219959278
2015-08-19,0.0132581910,-0.0056457228,0.0083018831,-0.0001367864,0.0071508174,0.0028201141
2015-08-20,-0.0049567217,0.0104999870,0.0149881137,-0.0020870582,-0.0024650830,-0.0001766333
2015-08-21,0.0124281289,0.0022102978,0.0092835606,0.0011960768,-0.0035806953,-0.0039603981
2015-08-24,-0.0136183081,0.0031738496,0.0037464049,0.0132221190,0.0034554307,-0.0057363862
2015-08-25,0.0120418662,0.0087623582,0.0084041422,-0.0075555196,-0.0014414004,-0.0129954581
2015-08-26,0.0165254934,-0.0036218033,0.0047030856,-0.0064682297,0.0086883837,0.0166838926
2015-08-27,0.0161187091,-0.0024973556,-0.0076615033,-0.0088340548,0.0036461771,0.0011820900
2015-08-28,0.0087879596,-0.0016833037,0.0111070770,0.0020944838,0.0001142983,0.0181936746
2015-08-31,-0.0028564884,0.0110552653,-0.0043810636,0.0084485454,-0.0062425485,-0.0168893447
2015-09-01,0.0045310849,0.0093496852,-0.0047906994,0.0050415604,-0.0025570144,0.0050494231
2015-09-02,0.0090634464,-0.0008262447,-0.0191177141,-0.0035730964,0.0035540005,0.0021102569
2015-09-03,0.0015126079,-0.0070378805,0.0003911755,-0.0024234119,0.0038392219,0.0043344517
2015-09-04,0.0021100291,-0.0089538169,-0.0051866982,-0.0040396115,0.0058575797,0.0002612332
2015-09-07,0.0053337411,0.0124034925,-0.0137482869,-0.0008072071,0.0043640043,-0.0005888832
2015-09-08,-0.0059237310,0.0024869246,0.0049525100,0.0125103842,-0.0169023861,-0.0072211310
2015-09-09,-0.0043283232,0.0080379673,0.0176432997,-0.0035547335,0.0277434344,0.0082936184
2015-09-10,-0.0125901879,0.0024708162,0.0149552608,-0.0081057936,0.0049899277,-0.0158927791
2015-09-11,0.0145511794,-0.0095799680,-0.0054727015,-0.0035786379,-0.0052991135,-0.0006267704
2015-09-14,-0.0143303983,0.0042305363,-0.0065033358,0.0046397294,0.0012273875,0.0041138988
2015-09-15,-0.0037515565,0.0130152025,0.0278998554,-0.0041443426,-0.0230712783,-0.0044366509
2015-09-16,0.0050716856,0.0081678237,0.0112740060,0.0115176154,0.0024611893,-0.0107562394
2015-09-17,-0.0203072817,0.0058642286,0.0064483508,0.0134619189,0.0121119439,-0.0056222499
2015-09-18,-0.0098866260,0.0077720348,-0.0052642663,0.0000594402,0.0125208352,-0.0121010930
2015-09-21,-0.0115777829,0.0019634537,-0.0125019566,0.0033126281,-0.0145339851,-0.0037019657
2015-09-22,0.0031318321,0.0191967172,0.0214135883,0.0027414949,0.0010498558,0.0022631862
2015-09-23,0.0035954112,0.0098332255,-0.0066518935,0.0019491230,-0.0008215325,0.0138956229
2015-09-24,-0.0000411713,0.0000439816,-0.0005806327,0.0039335574,0.0057527294,0.0052310483
2015-09-25,-0.0040007317,-0.0012130605,-0.0016339707,-0.0051420364,0.0104873543,0.0166801921
2015-09-28,-0.0017511061,0.0195031243,-0.0085587018,0.0075474101,0.0027205097,-0.0136860048
2015-09-29,-0.0010948350,-0.0049732431,0.0028907240,0.0037945930,0.0021568411,-0.0009025986
2015-09-30,-0.0050179070,0.0118034754,-0.0032739202,-0.0025494538,-0.0094132202,-0.0006012000
2015-10-01,0.0085662406,0.0213410729,0.0109054844,-0.0030727467,-0.0050508550,0.0023280475
2015-10-02,0.0053608712,0.0027095511,-0.0044983733,0.0087425778,-0.0029301614,-0.0094017303
2015-10-05,0.0108110746,-0.0126451436,0.0027915902,0.0056727508,-0.0025469368,0.0055355680
2015-10-06,0.0099759852,-0.0042621082,0.0048595428,-0.0068968821,0.0080866462,0.0057129351
2015-10-07,0.0071376434,0.0088930429,0.0149658979,0.0047390493,0.0116763417,0.0128326080
2015-10-08,-0.0012909611,0.0187827550,0.0258008171,-0.0080598099,0.0021152659,0.0131426748
2015-10-09,-0.0017465676,0.0098169033,0.0014495747,-0.0116063482,-0.0090013222,-0.0098759276
2015-10-12,0.0122432005,0.0072042370,0.0125975918,-0.0152632514,0.0172326337,0.0040203877
2015-10-13,-0.0183036773,0.0045119298,-0.0011123142,-0.0006132172,-0.0107384709,0.0033073458
2015-10-14,0.0027525137,0.0038693062,-0.0068572149,-0.0015232312,-0.0094911373,-0.0178288746
2015-10-15,0.0018837235,-0.0030626769,0.0093561739,0.0005263858,-0.0036557513,-0.0081508591
2015-10-16,0.0070715772,0.0044987736,-0.0052625910,0.0030793768,0.0075872947,0.0029418699
2015-10-19,0.0043506700,0.0036336921,-0.0042847486,-0.0091617318,0.0117787099,0.0094953401
2015-10-20,-0.0091994918,-0.0032332940,-0.0024772129,-0.0018066281,0.0096001840,-0.0018263494
2015-10-21,-0.0147771006,0.0076912346,-0.0007823062,-0.0230831308,0.0014393542,-0.0179389675
2015-10-22,0.0000431675,0.0023658103,0.0006404130,0.0223823012,-0.0020618159,0.0053124877
2015-10-23,0.0055796657,0.0200361293,0.0209456665,0.0150702762,0.0017575515,0.0040472585
2015-10-26,0.0152278888,-0.0091149041,-0.0142558660,-0.0094234426,0.0176454910,-0.0202228596
2015-10-27,0.0052216708,-0.0052373849,-0.0034985888,-0.0011939576,-0.0130024579,0.0064505072
2015-10-28,0.0059825615,-0.0031926751,0.0056298759,0.0019323771,0.0174100958,-0.0061589808
2015-10-29,-0.0076617577,-0.0112209006,0.0043877369,-0.0089006988,-0.0014717933,0.0052860575
2015-10-30,0.0055707412,-0.0040342846,0.0032856460,-0.0048489409,-0.0125313732,-0.0026279599
2015-11-02,0.0032195819,-0.0055910921,-0.0063213246,0.0007196519,0.0036154844,-0.0080625232
2015-11-03,0.0013497802,0.0083456654,0.0001851678,-0.0003891889,-0.0051035099,0.0137220158
2015-11-04,0.0016469534,-0.0188830779,-0.0161957222,-0.0072280351,-0.0097628299,0.0002274421
2015-11-05,0.0044771662,0.0028780326,0.0033303905,-0.0055090803,0.0060086237,0.0062403783
2015-11-06,-0.0012936662,-0.0078972340,0.0085919021,-0.0260327950,-0.0035110030,0.0022447835
2015-11-09,0.0096560630,-0.0026811847,0.0049062203,-0.0108239260,0.0147401849,0.0225459461
2015-11-10,0.0002121916,-0.0008692947,0.0038086482,0.0044113717,-0.0048943505,0.0243867775
2015-11-11,0.0084381436,0.0040212832,0.0101419591,0.0195538672,0.0011748910,0.0071548958
2015-11-12,0.0040958264,-0.0148210596,-0.0008521156,-0.0157597342,-0.0055745427,-0.0128374134
2015-11-13,0.0176907120,0.0034822456,0.0014398826,0.0078765010,0.0002724947,0.0012368475
2015-11-16,-0.0013967106,0.0105096415,0.0069920642,-0.0063843561,0.0035293538,0.0035867405
2015-11-17,-0.0081303092,-0.0111660513,0.0127751245,0.0130289053,-0.0027961841,-0.0046333981
2015-11-18,-0.0063902226,-0.0044342765,-0.0030889915,0.0110798514,-0.0109256538,0.0067468055
2015-11-19,-0.0038954374,-0.0041733529,-0.0084738482,-0.0076796454,0.0114515840,-0.0035263073
2015-11-20,0.0077864910,0.0192461675,0.0093369926,-0.0046182658,0.0062763418,-0.0000102993
2015-11-23,0.0123866619,0.0125490766,0.0054531369,-0.0019644259,-0.0014810719,-0.0105614553
2015-11-24,-0.0117423470,0.0069866001,0.0028482939,-0.0004552994,-0.0078198593,0.0008932321
2015-11-25,0.0080989878,-0.0087410264,0.0290713797,-0.0034401007,0.0058571604,-0.0159741375
2015-11-26,0.0000430992,-0.0023438240,0.0049945039,0.0079030164,-0.0121744543,0.0041252837
2015-11-27,0.0062299095,0.0010025775,0.0115546487,0.0092779090,-0.0159489843,0.0073969435
2015-11-30,0.0022697373,-0.0045380702,0.0165957988,0.0099535565,-0.0115912870,0.0238572664
2015-12-01,0.0063174979,0.0061704203,-0.0129770251,-0.0028032442,-0.0042103230,0.0020928112
2015-12-02,-0.0054732499,-0.0082959429,-0.0055191825,0.0014302131,-0.0050749828,0.0032837708
2015-12-03,0.0043724681,0.0134352901,-0.0073083703,-0.0101676500,-0.0084705332,0.0011054845
2015-12-04,0.0121640504,0.0060357343,0.0182673585,-0.0006416656,-0.0132481462,0.0054009793
2015-12-07,0.0061129981,0.0139938914,0.0024198426,0.0048231585,-0.0151631088,-0.0104773728
2015-12-08,-0.0060295273,0.0104409405,-0.0164121962,0.0071004741,-0.0028156855,0.0030366468
2015-12-09,0.0043930520,0.0102184948,-0.0081062803,-0.0070549731,0.0038706516,0.0131802674
2015-12-10,0.0148255047,-0.0103125482,0.0096782799,0.0201546946,0.0138801752,-0.0007645921
2015-12-11,0.0007800973,0.0070723961,0.0140061095,0.0031614683,-0.0040950075,-0.0056406675
2015-12-14,-0.0090228037,0.0100150131,0.0162285665,0.0188128422,-0.0052663572,0.0026977770
2015-12-15,0.0115451502,-0.0020846687,-0.0086409333,-0.0035276297,-0.0005850776,0.0007795281
2015-12-16,-0.0037004711,0.0104982539,0.0003666521,-0.0010263275,-0.0175721951,-0.0118712931
2015-12-17,-0.0021720942,0.0044093204,-0.0034238856,0.0021690448,0.0076833933,0.0146204943
2015-12-18,-0.0106758291,-0.0045488707,0.0088364587,0.0136220210,-0.0001461778,-0.0208834071
2015-12-21,0.0005392073,0.0108526764,0.0167170904,-0.0162634222,0.0140954377,0.0098943287
2015-12-22,0.0022746104,0.0008296374,-0.0032596227,-0.0118667200,-0.0062442746,-0.0016282404
2015-12-23,-0.0155974102,-0.0086329429,-0.0117684317,0.0022644139,-0.0038042027,0.0003104753
2015-12-24,-0.0165525533,0.0003680245,-0.0007488198,0.0019038136,0.0104970153,-0.0069725798
2015-12-25,0.0045847309,0.0056357700,-0.0054587561,0.0082622929,-0.0035823942,0.0078395832
2015-12-28,0.0071941546,-0.0098737547,0.0086882415,-0.0035743475,0.0092727330,0.0114093481
2015-12-29,-0.0078275820,0.0059091830,0.0029478432,0.0078980544,0.0039913995,0.0178593360
2015-12-30,-0.0038821764,-0.0085304972,-0.0013300355,0.0078886350,-0.0074703105,0.0069828390
2015-12-31,0.0125078443,-0.0029486279,0.0031025242,0.0141737621,0.0073946169,0.0070645238
2016-01-01,0.0050369483,-0.0138563942,0.0095969170,-0.0077930041,0.0111409119,0.0021936912
2016-01-04,-0.0142887750,-0.0163835119,-0.0090209017,0.0035847254,0.0024031367,-0.0042651212
2016-01-05,-0.0119170528,-0.0067586868,0.0046057383,-0.0072728711,-0.0028804635,0.0087198988
2016-01-06,-0.0044498147,0.0069056730,-0.0011194503,0.0106013022,-0.0052477176,0.0090906023
2016-01-07,0.0111444833,-0.0022242133,-0.0077969731,0.0007451702,-0.0011275630,0.0092726349
2016-01-08,0.0132663662,0.0129432006,0.0007674445,0.0061380314,-0.0151565175,-0.0033945113
2016-01-11,-0.0058725508,0.0037719534,-0.0102632958,-0.0035758790,0.0076800789,-0.0088931401
2016-01-12,-0.0082994680,-0.0068434415,0.0007895573,-0.0198985510,0.0020737716,0.0063656698
2016-01-13,0.0094065008,0.0046250456,0.0030325531,0.0029465725,-0.0048764578,0.0105736853
