date,spot_ret_0,spot_ret_1,spot_ret_2,spot_ret_3,spot_ret_4,spot_ret_5,rate_diff_0,rate_diff_1,rate_diff_2,rate_diff_3,rate_diff_4,rate_diff_5
2015-02-24,-0.0007697769,-0.0031534183,-0.0054372652,-0.0045450754,0.0025068533,0.0017896452,0.0622874870,0.0417489793,0.0262019367,0.0134193108,-0.0036704864,-0.0153320287
2015-02-25,0.0022267551,-0.0052953566,0.0006322036,-0.0033360759,-0.0000985466,0.0031115212,0.0622381626,0.0419190758,0.0266657182,0.0133441742,-0.0033188717,-0.0154115560
2015-02-26,0.0058523861,-0.0076976786,0.0035298363,0.0063289699,0.0014016985,0.0018275897,0.0631446723,0.0417477722,0.0270126800,0.0131265475,-0.0037245971,-0.0152613995
2015-02-27,0.0073131935,-0.0038158517,-0.0007564290,-0.0030365063,0.0035675684,-0.0020573701,0.0635440116,0.0420748136,0.0275965587,0.0135311572,-0.0036755880,-0.0155276300
2015-03-02,0.0025543387,-0.0021498176,-0.0007940780,0.0012485068,-0.0033931252,0.0025744226,0.0626932322,0.0424005828,0.0284891754,0.0137413232,-0.0035926563,-0.0153615202
2015-03-03,-0.0010486609,-0.0007848217,-0.0020686227,-0.0037434444,-0.0044135114,-0.0008642284,0.0631574261,0.0423612397,0.0294078328,0.0134209137,-0.0028512011,-0.0156910948
2015-03-04,-0.0003869672,0.0023145585,0.0026736496,-0.0001254877,-0.0048679014,-0.0004490326,0.0632008387,0.0424700735,0.0288400446,0.0134050024,-0.0027419476,-0.0155214983
2015-03-05,-0.0050460547,-0.0030631416,0.0050048743,-0.0005199301,-0.0007771467,0.0011146858,0.0635210278,0.0426902233,0.0283573295,0.0137701407,-0.0032139714,-0.0153768964
2015-03-06,-0.0030562069,0.0025793001,-0.0026378204,-0.0055567349,-0.0067699175,0.0025457662,0.0632913815,0.0423520193,0.0278504133,0.0139648072,-0.0030847313,-0.0158232682
2015-03-09,0.0088627723,0.0025009183,-0.0019178278,0.0021901474,0.0075897984,-0.0060254732,0.0630997430,0.0432750261,0.0279828713,0.0143948540,-0.0028420072,-0.0162595428
2015-03-10,0.0006500099,0.0058502139,0.0042939523,-0.0031573029,-0.0007348488,0.0002921856,0.0626446730,0.0434279625,0.0280394443,0.0149805560,-0.0034747361,-0.0171759295
2015-03-11,0.0004987629,-0.0023705739,0.0063953364,0.0038239097,-0.0016707163,0.0029725379,0.0628806635,0.0439532345,0.0281061689,0.0156109176,-0.0036235461,-0.0171800284
2015-03-12,0.0001917212,-0.0004528886,0.0048390921,0.0013502803,0.0008500343,-0.0002157232,0.0632341651,0.0438213290,0.0283378000,0.0150139283,-0.0042359363,-0.0173729760
2015-03-13,0.0057249930,0.0024639940,0.0006896599,0.0001299411,0.0051398009,-0.0004021357,0.0629283111,0.0441614572,0.0283519957,0.0152672760,-0.0042864080,-0.0174096694
2015-03-16,0.0003578153,-0.0035664771,-0.0029480402,-0.0049756848,0.0055818757,0.0074945710,0.0633948859,0.0440908722,0.0278063804,0.0151454204,-0.0038192373,-0.0179260907
2015-03-17,-0.0006972020,0.0062916357,0.0110049415,0.0059358548,0.0032173903,-0.0018510435,0.0632926028,0.0440578342,0.0280103262,0.0144406033,-0.0033940879,-0.0180916996
2015-03-18,-0.0016189938,-0.0053127475,-0.0051027807,0.0038603130,-0.0014905245,0.0055854406,0.0630183834,0.0438763695,0.0281134931,0.0153178501,-0.0029293904,-0.0176627414
2015-03-19,0.0017627867,0.0075910790,-0.0067465400,-0.0012650985,0.0041390984,-0.0058693284,0.0632460412,0.0435238753,0.0277587354,0.0152976622,-0.0030492833,-0.0179663055
2015-03-20,-0.0007457505,0.0001948340,-0.0077039929,-0.0005066690,-0.0034134635,0.0029273661,0.0628056622,0.0436413947,0.0271687114,0.0158923615,-0.0030669965,-0.0179178553
2015-03-23,0.0060571796,-0.0033324872,-0.0001540028,0.0007083963,0.0075019795,0.0026323343,0.0631937307,0.0445760989,0.0275978529,0.0163776581,-0.0027497026,-0.0179710637
2015-03-24,-0.0052461593,0.0024546400,0.0045984687,-0.0013972862,-0.0040003330,0.0016848209,0.0636145867,0.0448222560,0.0280481619,0.0162724238,-0.0026546654,-0.0177853642
2015-03-25,0.0082170484,-0.0015592254,-0.0015898991,0.0006082359,0.0027401590,0.0038207473,0.0632009924,0.0447066912,0.0281954968,0.0166155877,-0.0030517193,-0.0178505568
2015-03-26,-0.0023736674,-0.0019444671,0.0011368319,0.0003081280,0.0025966531,0.0011629519,0.0633670377,0.0448331591,0.0282053334,0.0166956541,-0.0026106028,-0.0180315259
2015-03-27,-0.0060546560,-0.0031777273,0.0051927012,0.0023648513,-0.0023212029,0.0052511642,0.0632162532,0.0447931432,0.0282316470,0.0168778357,-0.0025063716,-0.0178474800
2015-03-30,-0.0021448719,0.0043011965,0.0026434112,-0.0001466988,-0.0041422614,-0.0063722812,0.0631491070,0.0447159248,0.0277861501,0.0170331772,-0.0032770994,-0.0177704131
2015-03-31,-0.0039400043,-0.0058873249,0.0049689984,-0.0051783933,-0.0014209647,-0.0014495740,0.0630352166,0.0446194582,0.0273593582,0.0167940262,-0.0029716020,-0.0173309183
2015-04-01,-0.0034153565,0.0073429023,0.0032241421,-0.0056889124,0.0063648095,0.0038649576,0.0631079437,0.0443965535,0.0276913797,0.0175897963,-0.0030625021,-0.0177918229
2015-04-02,-0.0031044685,0.0014821774,-0.0035001050,0.0006242354,-0.0038665154,0.0049942527,0.0631961544,0.0441145391,0.0276139184,0.0173681267,-0.0028494286,-0.0178218965
2015-04-03,0.0007176063,-0.0060866436,0.0031746445,-0.0061053852,0.0043588991,0.0002562889,0.0639051144,0.0435627365,0.0281567297,0.0176294062,-0.0032787148,-0.0177647862
2015-04-06,-0.0018199041,0.0025947682,-0.0014008043,-0.0020404642,-0.0017830801,-0.0016719043,0.0641896195,0.0440367630,0.0287318778,0.0173534911,-0.0029579797,-0.0172021424
2015-04-07,0.0045818692,0.0026763876,0.0051501797,-0.0009343669,0.0064959038,-0.0028861725,0.0644989217,0.0441934990,0.0292736320,0.0173740217,-0.0026071492,-0.0175840538
2015-04-08,0.0006363480,-0.0047460047,-0.0067064408,-0.0006046327,0.0003599879,-0.0083724601,0.0643789799,0.0444716543,0.0292046085,0.0171890326,-0.0021315010,-0.0170792851
2015-04-09,0.0000173614,0.0049980735,0.0053774183,-0.0010083682,0.0028433868,0.0042257872,0.0639092773,0.0442266490,0.0292106946,0.0169523876,-0.0021579909,-0.0172417314
2015-04-10,-0.0014397774,-0.0038502116,-0.0010832303,0.0060481402,0.0006326563,0.0072312950,0.0640881015,0.0443248097,0.0284203472,0.0171741428,-0.0016588607,-0.0173076646
2015-04-13,-0.0003997214,-0.0101460754,0.0030716593,0.0087601914,-0.0018752415,-0.0042925999,0.0638135424,0.0442771053,0.0283897203,0.0165849732,-0.0028443168,-0.0176015641
2015-04-14,-0.0008135962,-0.0015454002,0.0075505433,0.0050494101,-0.0019129800,0.0038930110,0.0630668457,0.0443571686,0.0284651645,0.0173211467,-0.0028952335,-0.0181561062
2015-04-15,0.0038480379,0.0042324588,-0.0001852147,0.0042234937,0.0060534865,0.0002496993,0.0623569956,0.0441798271,0.0283276939,0.0174737044,-0.0029729983,-0.0176509213
2015-04-16,-0.0032883856,0.0039841929,-0.0022201747,-0.0024567158,-0.0028466240,0.0024320657,0.0628331197,0.0441945463,0.0287285248,0.0171925190,-0.0032598187,-0.0175144607
2015-04-17,-0.0011728596,-0.0005620941,-0.0012736178,0.0019712123,0.0007720554,0.0002725931,0.0631991695,0.0445694294,0.0284147512,0.0166526140,-0.0038317569,-0.0173592688
2015-04-20,0.0023180635,0.0008402917,-0.0059027902,0.0017424318,-0.0023991048,-0.0033376067,0.0627334548,0.0447290495,0.0277640140,0.0174430717,-0.0045320132,-0.0173045220
2015-04-21,0.0013745005,-0.0027297441,0.0006410705,-0.0088037585,0.0000989998,-0.0000764977,0.0628805381,0.0443883516,0.0280287977,0.0182212733,-0.0041073999,-0.0169239119
2015-04-22,0.0061026090,-0.0086807608,-0.0013963948,-0.0049399818,-0.0027762229,-0.0023065034,0.0627529184,0.0446492993,0.0285556858,0.0180937396,-0.0048079734,-0.0172131223
2015-04-23,-0.0000702664,-0.0048755746,-0.0014557530,-0.0049580201,-0.0003397259,-0.0045721316,0.0629808335,0.0442668008,0.0292531305,0.0188894286,-0.0050734690,-0.0174104917
2015-04-24,-0.0006835661,0.0055024931,0.0048293041,0.0025051704,0.0005027287,-0.0012304766,0.0629720323,0.0442386617,0.0293087577,0.0190172498,-0.0047021849,-0.0172469626
2015-04-27,0.0000481601,0.0007213753,-0.0062470185,-0.0035192095,0.0015976876,0.0009554128,0.0629570717,0.0446045558,0.0297770029,0.0195843830,-0.0048397149,-0.0172873471
2015-04-28,0.0054766525,-0.0053567716,-0.0014711501,0.0048241457,-0.0061672953,0.0027878416,0.0625482445,0.0441469088,0.0302880506,0.0195675671,-0.0048893211,-0.0177210688
2015-04-29,0.0039322252,0.0019127824,-0.0009313990,-0.0072423159,-0.0008523253,0.0005152467,0.0621934484,0.0448260601,0.0304185552,0.0191996612,-0.0050207441,-0.0172020301
2015-04-30,-0.0036535475,-0.0056802139,-0.0057871430,0.0024528104,0.0014236552,-0.0003086247,0.0617737523,0.0453635918,0.0295599600,0.0198881209,-0.0040638369,-0.0173659385
2015-05-01,-0.0004528053,0.0084342682,-0.0039795034,0.0000825905,-0.0012169487,0.0071738566,0.0611742477,0.0453751264,0.0294597255,0.0199984310,-0.0042577006,-0.0172347302
2015-05-04,-0.0019858460,0.0020733073,-0.0020834031,-0.0021576604,0.0006575985,0.0019207179,0.0608903284,0.0452703128,0.0303801005,0.0199331731,-0.0036165760,-0.0167812868
2015-05-05,0.0037874223,0.0039636929,-0.0034614028,-0.0063237194,-0.0012324820,-0.0013138454,0.0613919021,0.0451325192,0.0304064456,0.0198221635,-0.0042693024,-0.0171330020
2015-05-06,-0.0014216708,-0.0009460974,-0.0009317148,0.0036038972,-0.0014893560,-0.0030373024,0.0614814047,0.0448037953,0.0302818527,0.0200582345,-0.0047604117,-0.0173136840
2015-05-07,-0.0017789228,0.0072194645,0.0032686648,-0.0054997311,0.0049814614,-0.0005289396,0.0612522483,0.0450198308,0.0302638013,0.0201525808,-0.0046930332,-0.0171680897
2015-05-08,-0.0006511025,0.0008791975,-0.0043363905,-0.0006208752,-0.0000467816,-0.0020086995,0.0610149293,0.0446811089,0.0300427871,0.0199750063,-0.0053947346,-0.0167954274
2015-05-11,0.0058958988,0.0019532212,-0.0029749274,-0.0087578442,0.0013048232,0.0038625446,0.0611443800,0.0450832938,0.0301268450,0.0200952020,-0.0050905624,-0.0165147262
2015-05-12,0.0008510110,0.0010176340,0.0079732507,0.0014422206,-0.0075438352,-0.0026938548,0.0608139035,0.0449848549,0.0293538081,0.0197891132,-0.0054107706,-0.0155889170
2015-05-13,0.0061614068,0.0022544360,0.0013127025,0.0045540407,0.0015136552,-0.0044056449,0.0605062733,0.0446973296,0.0288123489,0.0195292615,-0.0050957714,-0.0156997096
2015-05-14,-0.0056847066,0.0037389971,-0.0030247360,-0.0037117748,0.0020107824,-0.0035456444,0.0595298025,0.0449987152,0.0288586316,0.0192936463,-0.0048992889,-0.0166449735
2015-05-15,-0.0020227465,0.0016879398,0.0026989059,0.0012146700,0.0063327950,-0.0035504209,0.0595332509,0.0447187525,0.0289885908,0.0194008578,-0.0047256330,-0.0164820939
2015-05-18,-0.0013949255,0.0003070792,0.0025669369,0.0041171522,-0.0046300268,-0.0017655893,0.0596227105,0.0448455978,0.0288455268,0.0190311731,-0.0047904764,-0.0163810760
2015-05-19,0.0005975851,0.0067738367,-0.0027703465,-0.0045729464,0.0005368535,-0.0019606230,0.0599817397,0.0454331274,0.0288952859,0.0184015837,-0.0048359013,-0.0168938184
2015-05-20,0.0001287943,0.0035452074,-0.0026270971,0.0057122857,0.0035227117,-0.0012874432,0.0588777703,0.0454198780,0.0293955319,0.0188160342,-0.0045723461,-0.0167209881
2015-05-21,-0.0012673072,0.0003431132,0.0024726113,0.0057857273,0.0033474933,0.0023604001,0.0585162517,0.0461731628,0.0289774957,0.0193686599,-0.0044953821,-0.0172425840
2015-05-22,0.0029526865,0.0009428162,0.0044141600,-0.0041300162,0.0001565978,-0.0083076784,0.0589368833,0.0457749180,0.0288297918,0.0193006028,-0.0047667753,-0.0172512495
2015-05-25,0.0011515266,-0.0002526211,0.0094652874,0.0032130915,-0.0023382795,-0.0133581485,0.0589621231,0.0448817333,0.0282986238,0.0192497212,-0.0047477731,-0.0176135177
2015-05-26,-0.0020843883,0.0055807372,0.0041511347,0.0009635550,0.0008437924,0.0060647491,0.0590197544,0.0451585668,0.0283699258,0.0195901272,-0.0049293304,-0.0177641506
2015-05-27,0.0007233937,-0.0100605679,0.0038865717,-0.0053410980,-0.0011942396,0.0014509760,0.0593055976,0.0449853786,0.0284583418,0.0197544573,-0.0050865980,-0.0187087839
2015-05-28,0.0091643551,-0.0024759850,0.0083692046,0.0062547307,0.0062165488,-0.0007963562,0.0592251007,0.0450825773,0.0286988149,0.0196510864,-0.0053544028,-0.0189376528
2015-05-29,0.0006769463,0.0010903801,0.0003086396,0.0048856524,0.0001837657,0.0036029642,0.0586583339,0.0450002315,0.0286863684,0.0189655844,-0.0058750129,-0.0195685105
2015-06-01,0.0029704969,-0.0016954156,-0.0072402571,-0.0051411177,0.0038617023,-0.0018419373,0.0583912997,0.0446529360,0.0284960647,0.0192840695,-0.0058369472,-0.0194567892
2015-06-02,0.0001567048,0.0004750433,0.0065883079,0.0053700260,0.0015179396,-0.0062169025,0.0579835758,0.0448762954,0.0277953484,0.0190674719,-0.0062842050,-0.0193344711
2015-06-03,-0.0005693644,-0.0015189499,-0.0033375246,0.0048866083,0.0024356768,-0.0042155945,0.0575531065,0.0453247370,0.0271233024,0.0190979648,-0.0055369877,-0.0193803110
2015-06-04,0.0011820713,-0.0011174109,-0.0056027668,-0.0090639331,-0.0012352766,0.0032777058,0.0574388977,0.0459005567,0.0278631937,0.0186086898,-0.0054482930,-0.0190865158
2015-06-05,0.0094801615,-0.0026424403,0.0055533336,0.0028400458,-0.0011537265,-0.0067080213,0.0576439858,0.0464254687,0.0283218193,0.0183259740,-0.0053440210,-0.0187889221
2015-06-08,-0.0058688209,0.0019855068,0.0036283845,0.0000135424,0.0063631336,-0.0099187610,0.0572317699,0.0459031304,0.0285173304,0.0184537953,-0.0049719585,-0.0194036058
2015-06-09,-0.0007451250,0.0050284902,-0.0029742847,-0.0060574374,-0.0051313663,-0.0021162121,0.0565398535,0.0462517450,0.0286186346,0.0191029803,-0.0052288783,-0.0195912627
2015-06-10,-0.0010679574,-0.0006182219,-0.0038024282,0.0101670798,0.0003851284,0.0022011981,0.0565587463,0.0463254365,0.0286799150,0.0186991013,-0.0054298194,-0.0193369285
2015-06-11,0.0028507235,-0.0055591316,-0.0026042801,0.0039243568,-0.0023997661,-0.0007745953,0.0564102457,0.0459171323,0.0284898825,0.0184841731,-0.0054698631,-0.0205961877
2015-06-12,0.0015920126,-0.0047277639,-0.0063989693,-0.0008432036,0.0064801003,0.0052931944,0.0567955742,0.0454150555,0.0289363980,0.0188881011,-0.0046788047,-0.0204663626
2015-06-15,0.0019343140,0.0070725653,0.0047017227,0.0001474944,-0.0065105968,0.0028186023,0.0570081383,0.0455376257,0.0289150935,0.0187351129,-0.0043382610,-0.0206612519
2015-06-16,0.0094044078,-0.0003942104,0.0024171773,0.0017769349,-0.0083008355,-0.0078125040,0.0568882708,0.0457637780,0.0290830242,0.0195254316,-0.0043969960,-0.0205287962
2015-06-17,0.0038978722,-0.0072214762,-0.0058979133,0.0010656056,0.0028238382,-0.0009388146,0.0568739367,0.0453656038,0.0290481011,0.0195786603,-0.0049257171,-0.0210360923
2015-06-18,0.0068776254,-0.0008623957,0.0014845440,0.0036017365,0.0006681628,-0.0078317163,0.0565051073,0.0448060017,0.0282426069,0.0199562933,-0.0048332398,-0.0204691506
2015-06-19,0.0022882130,0.0029456729,-0.0016964645,0.0046842568,-0.0021832409,0.0043997866,0.0570132378,0.0452102394,0.0288562796,0.0202984501,-0.0046072142,-0.0213047960
2015-06-22,-0.0008263312,0.0032339104,0.0023571771,-0.0003097138,-0.0050565054,0.0012400107,0.0563475448,0.0457813599,0.0291915621,0.0203706074,-0.0047974386,-0.0209603640
2015-06-23,-0.0021535325,0.0055820385,-0.0055769443,-0.0058330262,-0.0045985189,0.0033790492,0.0567071329,0.0453924134,0.0294140039,0.0200342717,-0.0047746693,-0.0212015871
2015-06-24,-0.0020679932,0.0051678456,0.0016799684,-0.0009044670,-0.0038240901,-0.0029869674,0.0571602734,0.0452292899,0.0293530841,0.0200081502,-0.0048911506,-0.0207199526
2015-06-25,0.0037707546,0.0030098792,-0.0008881282,-0.0009603365,0.0033114677,-0.0048840763,0.0571329940,0.0444978410,0.0299590365,0.0203245862,-0.0045422013,-0.0208157763
2015-06-26,0.0058749776,-0.0005270978,0.0028647249,-0.0004401334,-0.0019627624,0.0038250231,0.0570263351,0.0445904564,0.0297855808,0.0204030144,-0.0045573458,-0.0203517217
2015-06-29,0.0004947064,-0.0049019356,0.0056920637,-0.0097963824,-0.0029405509,0.0083593862,0.0573110786,0.0444586948,0.0295797674,0.0197246260,-0.0047974241,-0.0201890237
2015-06-30,-0.0001775918,0.0009494132,-0.0055542746,-0.0059863508,0.0069182218,0.0007789181,0.0574195088,0.0455045600,0.0289461436,0.0196719447,-0.0054100405,-0.0201746194
2015-07-01,-0.0099647306,-0.0035206438,0.0020163423,-0.0016007610,-0.0014588349,0.0081788170,0.0576674001,0.0455125846,0.0288591765,0.0196387277,-0.0058298825,-0.0194223260
2015-07-02,0.0048423539,0.0011168674,-0.0017340164,0.0050444078,-0.0046910258,-0.0007372376,0.0579108287,0.0457099512,0.0292934876,0.0188088031,-0.0066464710,-0.0195678484
2015-07-03,-0.0036238907,-0.0034947387,-0.0014878687,-0.0000320890,0.0106573856,-0.0022210026,0.0577275292,0.0455184215,0.0297600401,0.0188801559,-0.0059996165,-0.0192173597
2015-07-06,0.0049395135,0.0008618829,0.0000556693,0.0096901068,0.0020117881,-0.0003753263,0.0571909657,0.0457091284,0.0296696293,0.0183458805,-0.0060053338,-0.0194455720
2015-07-07,0.0007852120,0.0010111713,-0.0045776170,-0.0048679920,0.0025706984,0.0002022438,0.0568359949,0.0457940173,0.0291730311,0.0183421136,-0.0059446862,-0.0191998079
2015-07-08,-0.0056270131,-0.0010114418,-0.0009832157,-0.0060781051,-0.0038637720,0.0010920850,0.0578248774,0.0460206794,0.0291424613,0.0184636710,-0.0056216474,-0.0192318857
2015-07-09,0.0015112547,0.0003177931,-0.0052500766,0.0037468473,-0.0040881255,0.0039293640,0.0574373510,0.0460838086,0.0289855052,0.0185103376,-0.0057019877,-0.0187972152
2015-07-10,0.0088586277,-0.0053331083,0.0000871184,0.0047848982,-0.0062341761,0.0009868836,0.0573737476,0.0457131760,0.0288136752,0.0182179860,-0.0057547765,-0.0190141658
2015-07-13,-0.0017348072,-0.0016233143,-0.0038536487,-0.0053670209,-0.0004328024,0.0029258049,0.0576782075,0.0461669783,0.0291167026,0.0179714844,-0.0055221326,-0.0185246824
2015-07-14,0.0002356423,-0.0025896320,-0.0030093434,0.0036451133,0.0011210893,0.0027951520,0.0580160033,0.0457261743,0.0297252639,0.0174485590,-0.0050129072,-0.0182338394
2015-07-15,0.0013158118,-0.0024669091,-0.0001365172,-0.0006962041,-0.0043820551,-0.0019346943,0.0577113072,0.0456652603,0.0295681780,0.0175257480,-0.0047483712,-0.0183637229
2015-07-16,0.0067177018,-0.0020198237,0.0020886718,-0.0015691547,0.0010433133,0.0005864622,0.0568679928,0.0454381175,0.0298777843,0.0180748807,-0.0047527840,-0.0184418121
2015-07-17,0.0025664943,-0.0000589403,-0.0043098798,0.0035080521,0.0007892182,0.0032103842,0.0570040244,0.0456026490,0.0296099742,0.0180166050,-0.0046423645,-0.0191953222
2015-07-20,0.0001158551,-0.0028588711,-0.0075271527,0.0090137471,-0.0032531470,0.0000527966,0.0567616470,0.0451455224,0.0292899915,0.0182857075,-0.0050424510,-0.0198268202
2015-07-21,-0.0001660604,0.0024307379,-0.0018463233,0.0003168007,0.0048463161,0.0007132606,0.0568504726,0.0448248202,0.0288319392,0.0185565135,-0.0043519221,-0.0197573242
