date,ret
2016-02-16,0.0066894420
2016-02-17,-0.0074749566
2016-02-18,0.0067272502
2016-02-19,0.0092279288
2016-02-22,-0.0087080793
2016-02-23,0.0096872218
2016-02-24,-0.0015210324
2016-02-25,0.0037471932
2016-02-26,0.0056960201
2016-02-29,0.0012731854
2016-03-01,0.0010447357
2016-03-02,-0.0046365909
2016-03-03,-0.0056942506
2016-03-04,-0.0033024795
2016-03-07,-0.0030014541
2016-03-08,-0.0114524223
2016-03-09,0.0036263008
2016-03-10,-0.0027251225
2016-03-11,-0.0077219698
2016-03-14,0.0033116311
2016-03-15,-0.0030654699
2016-03-16,0.0040642542
2016-03-17,0.0038304876
2016-03-18,0.0032997243
2016-03-21,-0.0012692778
2016-03-22,0.0021171657
2016-03-23,-0.0035591497
2016-03-24,0.0062132861
2016-03-25,0.0050345968
2016-03-28,0.0005598967
2016-03-29,0.0168623791
2016-03-30,0.0059504423
2016-03-31,0.0033913897
2016-04-01,0.0210525570
2016-04-04,0.0068394897
2016-04-05,-0.0012216785
2016-04-06,0.0126856791
2016-04-07,0.0164294391
2016-04-08,-0.0233597644
2016-04-11,-0.0166389855
2016-04-12,-0.0045172045
2016-04-13,-0.0329792496
2016-04-14,0.0052780890
2016-04-15,-0.0054751350
2016-04-18,-0.0087541017
2016-04-19,-0.0074868619
2016-04-20,0.0076928475
2016-04-21,-0.0052919450
2016-04-22,0.0136107277
2016-04-25,0.0024631207
2016-04-26,0.0265499134
2016-04-27,0.0058707903
2016-04-28,0.0000050170
2016-04-29,-0.0013565370
2016-05-02,0.0005986978
2016-05-03,0.0048499357
2016-05-04,0.0093783470
2016-05-05,0.0010229654
2016-05-06,0.0010493377
2016-05-09,0.0083240556
2016-05-10,0.0056272395
2016-05-11,-0.0002808011
2016-05-12,0.0010051963
2016-05-13,-0.0077880901
2016-05-16,-0.0084079726
2016-05-17,-0.0074973158
2016-05-18,-0.0013269139
2016-05-19,0.0063495481
2016-05-20,0.0022341354
2016-05-23,0.0087264350
2016-05-24,0.0048539798
2016-05-25,0.0068865910
2016-05-26,0.0026024398
2016-05-27,-0.0035116023
2016-05-30,-0.0054994706
2016-05-31,-0.0026723356
2016-06-01,-0.0043140905
2016-06-02,0.0052301552
2016-06-03,-0.0096438728
2016-06-06,-0.0039617583
2016-06-07,0.0050023708
2016-06-08,-0.0072101841
2016-06-09,-0.0165762129
2016-06-10,0.0065366075
2016-06-13,0.0068807146
2016-06-14,-0.0066272129
2016-06-15,-0.0012746554
2016-06-16,0.0045973088
2016-06-17,0.0095060425
2016-06-20,-0.0043455811
2016-06-21,0.0024997828
2016-06-22,0.0000594619
2016-06-23,-0.0016505234
2016-06-24,0.0053866276
2016-06-27,0.0013487357
2016-06-28,0.0071470024
2016-06-29,-0.0042058616
2016-06-30,-0.0060085728
2016-07-01,-0.0048819455
2016-07-04,0.0044237803
2016-07-05,0.0019933837
2016-07-06,0.0123166475
2016-07-07,-0.0020304539
2016-07-08,0.0024375338
2016-07-11,-0.0042680509
2016-07-12,-0.0088281372
2016-07-13,-0.0051967932
2016-07-14,0.0102469189
2016-07-15,-0.0077811644
2016-07-18,0.0108137816
2016-07-19,0.0033092707
2016-07-20,0.0025002579
2016-07-21,-0.0013338234
2016-07-22,-0.0015274527
2016-07-25,0.0066004240
2016-07-26,0.0034277184
2016-07-27,-0.0010882109
2016-07-28,0.0060432739
2016-07-29,-0.0052338167
2016-08-01,0.0042033454
2016-08-02,-0.0012257543
2016-08-03,0.0109314368
2016-08-04,-0.0043854442
2016-08-05,-0.0004198051
2016-08-08,-0.0002258477
2016-08-09,0.0028995277
2016-08-10,-0.0012113828
2016-08-11,-0.0008132140
2016-08-12,-0.0001070453
2016-08-15,-0.0015536182
2016-08-16,0.0055337381
2016-08-17,-0.0045243576
2016-08-18,0.0072590042
2016-08-19,0.0002404615
2016-08-22,-0.0001357601
2016-08-23,0.0027119268
2016-08-24,0.0000423779
2016-08-25,0.0031708072
2016-08-26,-0.0046769880
2016-08-29,0.0053028015
2016-08-30,0.0045330017
2016-08-31,0.0012856675
2016-09-01,0.0005380980
2016-09-02,-0.0039399390
2016-09-05,-0.0028018200
2016-09-06,0.0047338856
2016-09-07,0.0050740370
2016-09-08,0.0030161450
2016-09-09,-0.0058988252
2016-09-12,0.0030249061
2016-09-13,0.0046529879
2016-09-14,-0.0046304713
2016-09-15,0.0024072398
2016-09-16,-0.0078547716
2016-09-19,-0.0003339427
2016-09-20,-0.0020208023
2016-09-21,-0.0094790312
2016-09-22,0.0069997105
2016-09-23,0.0052361047
2016-09-26,0.0034278534
2016-09-27,0.0051353585
2016-09-28,-0.0011087975
2016-09-29,0.0000620100
2016-09-30,0.0031908880
2016-10-03,-0.0007926179
2016-10-04,-0.0002338686
2016-10-05,0.0012156738
2016-10-06,0.0028578751
2016-10-07,-0.0017126121
2016-10-10,-0.0017555996
2016-10-11,-0.0084145843
2016-10-12,0.0053371732
2016-10-13,0.0022721135
2016-10-14,0.0012406036
2016-10-17,0.0156295314
2016-10-18,0.0025242228
2016-10-19,0.0081751553
2016-10-20,0.0017660573
2016-10-21,-0.0060223614
2016-10-24,0.0011436044
2016-10-25,0.0016648836
2016-10-26,-0.0009365516
2016-10-27,0.0057320944
2016-10-28,0.0045864622
2016-10-31,-0.0119391316
2016-11-01,0.0003543394
2016-11-02,-0.0025873962
2016-11-03,-0.0022192078
2016-11-04,-0.0027067329
2016-11-07,-0.0075199978
2016-11-08,0.0036525022
2016-11-09,0.0064063086
2016-11-10,0.0041096145
2016-11-11,-0.0043951625
2016-11-14,0.0062427809
2016-11-15,0.0015273609
2016-11-16,0.0010578962
2016-11-17,0.0020175356
2016-11-18,0.0053764467
2016-11-21,0.0006280956
2016-11-22,0.0101294457
2016-11-23,-0.0034963046
2016-11-24,0.0038143427
2016-11-25,-0.0032252102
2016-11-28,0.0030238840
2016-11-29,-0.0016469118
2016-11-30,0.0069397539
2016-12-01,0.0005953050
2016-12-02,-0.0058218504
2016-12-05,0.0027718671
2016-12-06,0.0051717699
2016-12-07,-0.0064596426
2016-12-08,-0.0033625540
2016-12-09,0.0016800705
2016-12-12,0.0064408409
2016-12-13,-0.0139423059
2016-12-14,-0.0032810770
2016-12-15,0.0013994108
2016-12-16,0.0059678336
2016-12-19,-0.0016138665
2016-12-20,0.0011375479
2016-12-21,0.0020005597
2016-12-22,0.0042311769
2016-12-23,-0.0062625879
2016-12-26,0.0072687422
2016-12-27,0.0035724058
2016-12-28,-0.0103836034
2016-12-29,0.0038494428
2016-12-30,0.0028472919
2017-01-02,-0.0137770187
2017-01-03,-0.0020636134
2017-01-04,0.0054857543
2017-01-05,0.0050317041
2017-01-06,0.0069727050
2017-01-09,-0.0006671438
2017-01-10,-0.0046392890
2017-01-11,0.0013906620
2017-01-12,-0.0019064272
2017-01-13,0.0105172264
2017-01-16,-0.0029652823
2017-01-17,-0.0012286088
2017-01-18,0.0072714850
2017-01-19,-0.0073588260
2017-01-20,0.0033293671
2017-01-23,-0.0095420164
2017-01-24,-0.0012398798
2017-01-25,-0.0031621227
2017-01-26,-0.0019349267
2017-01-27,-0.0117245846
2017-01-30,-0.0008502907
2017-01-31,0.0085863280
2017-02-01,0.0022994986
2017-02-02,0.0013311604
2017-02-03,0.0014585016
2017-02-06,0.0030264844
2017-02-07,0.0001555615
2017-02-08,0.0047609299
2017-02-09,0.0021569903
2017-02-10,-0.0006568422
2017-02-13,-0.0099689169
2017-02-14,0.0099340445
2017-02-15,0.0084209082
2017-02-16,-0.0130369886
2017-02-17,-0.0032845618
2017-02-20,0.0112533090
2017-02-21,-0.0065276570
2017-02-22,-0.0067338798
2017-02-23,0.0042624946
2017-02-24,0.0020792079
2017-02-27,0.0062344321
2017-02-28,0.0082436648
2017-03-01,-0.0061119855
2017-03-02,0.0001812871
2017-03-03,-0.0151211735
2017-03-06,0.0011698234
2017-03-07,-0.0083837133
2017-03-08,0.0022817442
2017-03-09,0.0056120518
2017-03-10,0.0026634928
2017-03-13,0.0017308521
2017-03-14,0.0072345769
2017-03-15,0.0056122124
2017-03-16,0.0023308498
2017-03-17,-0.0016559784
2017-03-20,-0.0015059844
2017-03-21,-0.0025885821
2017-03-22,-0.0026906597
2017-03-23,0.0096260841
2017-03-24,-0.0073363906
2017-03-27,0.0021443456
2017-03-28,-0.0085034273
2017-03-29,0.0080516108
2017-03-30,0.0040402286
2017-03-31,0.0078703216
2017-04-03,0.0069151003
2017-04-04,-0.0092138456
2017-04-05,0.0091014735
2017-04-06,0.0032226593
2017-04-07,-0.0009396621
2017-04-10,0.0044990024
2017-04-11,0.0111824634
2017-04-12,-0.0086010732
2017-04-13,-0.0104068664
2017-04-14,0.0000330001
2017-04-17,0.0006908918
2017-04-18,0.0026820485
2017-04-19,-0.0066266333
2017-04-20,0.0072238435
2017-04-21,-0.0070221021
2017-04-24,0.0107593313
2017-04-25,0.0035588342
2017-04-26,-0.0021813216
2017-04-27,-0.0041066349
2017-04-28,0.0009509864
2017-05-01,-0.0024445889
2017-05-02,0.0061316444
2017-05-03,0.0014893782
2017-05-04,-0.0073778159
2017-05-05,0.0046528091
2017-05-08,-0.0003537719
2017-05-09,0.0077211566
2017-05-10,-0.0072273604
2017-05-11,0.0009739143
2017-05-12,0.0058231248
2017-05-15,-0.0049939347
2017-05-16,0.0038243538
2017-05-17,0.0030289941
2017-05-18,0.0068810970
2017-05-19,0.0029775459
2017-05-22,0.0040571778
2017-05-23,-0.0076343206
2017-05-24,0.0065820202
2017-05-25,-0.0081754550
2017-05-26,-0.0068321982
2017-05-29,-0.0117280863
2017-05-30,0.0081765867
2017-05-31,0.0018122872
2017-06-01,-0.0032534010
2017-06-02,-0.0089117332
2017-06-05,-0.0006667223
2017-06-06,0.0131872738
2017-06-07,0.0052810963
2017-06-08,-0.0013400247
2017-06-09,0.0009108635
2017-06-12,0.0179995318
2017-06-13,0.0036467401
2017-06-14,0.0010415771
2017-06-15,0.0125697149
2017-06-16,0.0054579305
2017-06-19,0.0036062644
2017-06-20,-0.0080717514
2017-06-21,-0.0129815567
2017-06-22,0.0008386343
2017-06-23,-0.0005358418
2017-06-26,0.0101314210
2017-06-27,0.0069019718
2017-06-28,0.0096557633
2017-06-29,-0.0004947606
2017-06-30,-0.0050320161
2017-07-03,0.0034802039
2017-07-04,-0.0104722974
2017-07-05,0.0051416426
2017-07-06,0.0135047284
2017-07-07,0.0052876331
2017-07-10,0.0024102177
2017-07-11,0.0049881096
2017-07-12,0.0063985085
2017-07-13,0.0001830709
2017-07-14,-0.0051489614
2017-07-17,0.0018983597
2017-07-18,0.0194239931
2017-07-19,-0.0002423506
2017-07-20,-0.0140219881
2017-07-21,0.0009089510
2017-07-24,-0.0044514852
2017-07-25,-0.0162068719
2017-07-26,-0.0145736739
2017-07-27,-0.0072102147
2017-07-28,-0.0004324017
2017-07-31,0.0167682833
2017-08-01,-0.0086624954
2017-08-02,-0.0128850589
2017-08-03,-0.0024940495
2017-08-04,-0.0040338940
2017-08-07,-0.0003922421
2017-08-08,0.0125844828
2017-08-09,-0.0006593607
2017-08-10,0.0068093435
2017-08-11,-0.0024983150
2017-08-14,0.0006558617
2017-08-15,0.0073928725
2017-08-16,0.0069807054
2017-08-17,-0.0086862669
2017-08-18,0.0027767719
2017-08-21,0.0021432041
2017-08-22,0.0041917986
2017-08-23,-0.0024679873
2017-08-24,-0.0049079201
2017-08-25,0.0065062326
2017-08-28,-0.0171400507
2017-08-29,0.0095288445
2017-08-30,0.0210301344
2017-08-31,0.0053873029
2017-09-01,-0.0129724429
2017-09-04,0.0111200234
2017-09-05,0.0089184441
2017-09-06,0.0196830410
2017-09-07,0.0038009542
2017-09-08,0.0144935319
2017-09-11,-0.0040226115
2017-09-12,-0.0071064072
2017-09-13,-0.0050397107
2017-09-14,0.0061066873
2017-09-15,0.0159595784
2017-09-18,-0.0133377214
2017-09-19,-0.0072007458
2017-09-20,0.0362125731
2017-09-21,-0.0000289846
2017-09-22,-0.0008020063
2017-09-25,-0.0178753174
2017-09-26,0.0200719315
2017-09-27,-0.0026238666
2017-09-28,-0.0219852761
2017-09-29,0.0358629019
2017-10-02,0.0374372834
2017-10-03,-0.0295873432
2017-10-04,-0.0254671393
2017-10-05,-0.0040865658
2017-10-06,-0.0288250935
2017-10-09,-0.0017236153
2017-10-10,-0.0457700054
2017-10-11,-0.0128645565
2017-10-12,0.0070372635
2017-10-13,0.0114351235
2017-10-16,-0.0250649026
2017-10-17,-0.0453447183
2017-10-18,0.0485053373
2017-10-19,-0.0094800928
2017-10-20,0.0267878592
2017-10-23,-0.0321728364
2017-10-24,-0.0060117018
2017-10-25,-0.0517462488
2017-10-26,0.0473662864
2017-10-27,-0.0405476898
2017-10-30,0.0191013907
2017-10-31,0.0035954687
2017-11-01,-0.0040411494
2017-11-02,-0.0070854684
2017-11-03,0.0081999501
2017-11-06,-0.0136850697
2017-11-07,-0.0014682218
2017-11-08,-0.0036533719
2017-11-09,0.0022608039
2017-11-10,0.0115769733
2017-11-13,-0.0130829196
2017-11-14,0.0101351853
2017-11-15,0.0055102372
2017-11-16,-0.0070218753
2017-11-17,-0.0018331251
2017-11-20,-0.0029917694
2017-11-21,-0.0105845521
2017-11-22,-0.0026561971
2017-11-23,0.0054355247
2017-11-24,0.0033759029
2017-11-27,-0.0052278532
2017-11-28,-0.0056211970
2017-11-29,0.0023842657
2017-11-30,-0.0033519269
2017-12-01,-0.0006593068
2017-12-04,0.0001265470
2017-12-05,-0.0015619886
2017-12-06,0.0000361118
2017-12-07,-0.0018706282
2017-12-08,0.0031978262
2017-12-11,0.0000864009
2017-12-12,0.0072450430
2017-12-13,0.0050856931
2017-12-14,0.0013272147
2017-12-15,0.0005804373
2017-12-18,-0.0044517289
2017-12-19,0.0097024762
2017-12-20,-0.0000959718
2017-12-21,-0.0085614904
2017-12-22,0.0085361757
2017-12-25,-0.0085342033
2017-12-26,-0.0114447294
2017-12-27,0.0008098235
2017-12-28,-0.0055956917
2017-12-29,0.0057803541
2018-01-01,-0.0001523673
2018-01-02,0.0023065820
2018-01-03,-0.0002158830
2018-01-04,-0.0073530762
2018-01-05,-0.0060752662
2018-01-08,-0.0064818422
2018-01-09,0.0020065617
2018-01-10,-0.0047163752
2018-01-11,0.0013237376
2018-01-12,0.0071090906
2018-01-15,0.0076759703
2018-01-16,0.0128661958
2018-01-17,-0.0006575043
2018-01-18,0.0011201775
2018-01-19,0.0115067046
2018-01-22,-0.0022255321
2018-01-23,0.0001061667
2018-01-24,-0.0041738079
2018-01-25,-0.0066823827
2018-01-26,0.0027711367
2018-01-29,0.0073019427
2018-01-30,0.0068117916
2018-01-31,0.0017886049
2018-02-01,-0.0028829773
2018-02-02,-0.0021340767
2018-02-05,-0.0026686533
2018-02-06,0.0038276704
2018-02-07,-0.0002953054
2018-02-08,0.0051715600
2018-02-09,-0.0007676738
2018-02-12,0.0081903042
2018-02-13,0.0030585106
2018-02-14,-0.0010627795
2018-02-15,0.0022844763
2018-02-16,0.0087539900
2018-02-19,-0.0032914423
2018-02-20,0.0116836495
2018-02-21,-0.0004831637
2018-02-22,-0.0049598635
2018-02-23,0.0081092773
2018-02-26,-0.0013455723
2018-02-27,0.0019891767
2018-02-28,-0.0010788662
2018-03-01,-0.0009535070
2018-03-02,-0.0124110155
2018-03-05,0.0028052426
2018-03-06,0.0072351883
2018-03-07,-0.0026775365
2018-03-08,-0.0020225698
2018-03-09,0.0134101818
2018-03-12,0.0051602548
2018-03-13,0.0034548817
2018-03-14,-0.0085544313
2018-03-15,0.0040067517
2018-03-16,0.0068649063
2018-03-19,0.0082771075
2018-03-20,-0.0000092131
2018-03-21,-0.0023526836
2018-03-22,-0.0037935066
2018-03-23,0.0043113163
2018-03-26,0.0048101553
2018-03-27,-0.0006141892
2018-03-28,-0.0104104141
2018-03-29,-0.0102634958
2018-03-30,0.0060816168
2018-04-02,0.0030736918
2018-04-03,-0.0051412330
2018-04-04,-0.0072496366
2018-04-05,0.0038891275
2018-04-06,-0.0051268856
2018-04-09,0.0042362423
2018-04-10,-0.0078406138
2018-04-11,0.0111726627
2018-04-12,-0.0027617001
2018-04-13,-0.0010308456
2018-04-16,0.0039339451
2018-04-17,0.0069278786
2018-04-18,0.0083364822
2018-04-19,-0.0000986258
2018-04-20,0.0018598836
2018-04-23,0.0014890154
2018-04-24,0.0031619377
2018-04-25,0.0087019164
2018-04-26,-0.0052383503
2018-04-27,0.0010233120
2018-04-30,-0.0017380302
2018-05-01,0.0090855986
2018-05-02,-0.0020795429
2018-05-03,0.0019747044
2018-05-04,-0.0000625973
2018-05-07,0.0090167770
2018-05-08,0.0012768561
2018-05-09,0.0048964163
2018-05-10,-0.0099267095
2018-05-11,0.0042361468
2018-05-14,0.0055128293
2018-05-15,0.0107078867
2018-05-16,-0.0072551887
2018-05-17,0.0006277131
2018-05-18,0.0109243243
2018-05-21,-0.0012418006
2018-05-22,0.0007442864
2018-05-23,0.0027265111
2018-05-24,-0.0048751713
2018-05-25,-0.0009296220
2018-05-28,-0.0037930235
2018-05-29,0.0046435090
2018-05-30,0.0016901882
2018-05-31,0.0003252824
2018-06-01,0.0081993053
2018-06-04,0.0000899776
2018-06-05,0.0207370305
2018-06-06,0.0029174360
2018-06-07,0.0024503296
2018-06-08,-0.0037452781
2018-06-11,0.0116907503
2018-06-12,0.0092050222
2018-06-13,0.0037091301
2018-06-14,0.0109089841
2018-06-15,0.0013690062
2018-06-18,-0.0014783583
2018-06-19,0.0125797882
2018-06-20,0.0031592615
2018-06-21,-0.0046883237
2018-06-22,0.0127986550
2018-06-25,0.0085630667
2018-06-26,0.0029259704
2018-06-27,0.0058802435
2018-06-28,-0.0067422770
2018-06-29,-0.0109369315
2018-07-02,0.0070329041
2018-07-03,0.0037175542
2018-07-04,-0.0040823013
2018-07-05,-0.0012281273
2018-07-06,0.0017068787
2018-07-09,0.0019448356
2018-07-10,0.0036936877
2018-07-11,-0.0195909604
2018-07-12,-0.0004524676
2018-07-13,-0.0018002911
2018-07-16,0.0075358812
2018-07-17,0.0020318852
2018-07-18,0.0082459728
2018-07-19,0.0081444352
2018-07-20,-0.0104375912
2018-07-23,-0.0095353498
2018-07-24,0.0003740271
2018-07-25,-0.0060052319
2018-07-26,-0.0018282580
2018-07-27,-0.0056353519
2018-07-30,-0.0038533055
2018-07-31,0.0013288930
2018-08-01,0.0095202401
2018-08-02,0.0002423887
2018-08-03,-0.0081383953
2018-08-06,-0.0022651673
2018-08-07,0.0027809297
2018-08-08,0.0011776376
2018-08-09,0.0086105684
2018-08-10,0.0009624678
2018-08-13,0.0077077807
2018-08-14,0.0025035506
2018-08-15,-0.0069064481
2018-08-16,0.0003050754
2018-08-17,-0.0081241139
2018-08-20,-0.0006350728
2018-08-21,-0.0041996637
2018-08-22,-0.0011410424
2018-08-23,0.0035649021
2018-08-24,-0.0005308579
2018-08-27,0.0060946511
2018-08-28,-0.0137576812
2018-08-29,0.0072005740
2018-08-30,0.0040384214
2018-08-31,0.0069797826
2018-09-03,0.0043153407
2018-09-04,-0.0007007002
2018-09-05,0.0054997918
2018-09-06,0.0043380104
2018-09-07,0.0143237875
2018-09-10,0.0025918858
2018-09-11,0.0005964482
2018-09-12,-0.0020952923
2018-09-13,-0.0055958938
2018-09-14,0.0073351443
2018-09-17,-0.0062056495
